show_id,punctuation,type,title,director,cast,country,release_year,rating,duration_int,duration_type,listed_in
as5666,3.5,movie,beautiful boy,felix van groeningen,"steve carrell, timothee chalamet, maura tierney, and amy ryan",united states,2018,r,120,min,drama
as5667,3.5,movie,beach house,jason saltiel,"willa fitzgerald, murray bartlett, orlagh cassidy",,2019,g,87,min,"drama, suspense"
as5668,3.5,movie,an inspector calls,aisling walsh,"chloe pirrie, david thewlis, finn cole, flora nicholson, gary davis, ken stott, kyle soller, lucy chappell, miranda richardson, sophie rundle, wanda opalinkska",,2015,13+,86,min,"drama, suspense"
as5669,3.5,movie,american tragedy,josh sabey,"sue klebold, mary dyer, zack nick, paul rohrer, lincoln dyer",,2020,13+,79,min,"documentary, drama"
as567,3.5,movie,the legend of hallowaiian,sean patrick o'reilly,"vanessa williams, noah schnapp, mark hamill, tia carrere, mark dacascos, teilor grubbs, kiefer o'reilly",,2018,pg,82,min,kids
as5670,3.5,movie,accident,dan tondowski,"stephanie schildknecht, roxane hayward, tyrone keogh, keenan arrison",,2018,16+,91,min,"action, suspense"
as5671,3.5,movie,a vigilante,sarah daggar-nickson,"olivia wilde, morgan spector, kyle catlett",,2019,r,91,min,"action, adventure, suspense"
as5672,3.6,movie,a man possessed,amel j. figueroa,"ricardo segarra, gina martino, tommy dreamer, alex russo, cyrus samson",,2016,16+,105,min,"action, suspense"
as5673,3.5,movie,47 meters down: uncaged,johannes roberts,"sophie nélisse, nia long, corinee foxx, brianne tju, sistine stallone, davi santos, khylin rhambo, brec bassinger, john corbett","united kingdom, united states",2019,pg-13,90,min,"action, adventure, drama"
as5674,3.5,movie,10 minutes gone (4k uhd),brian a. miller,"michael chiklis, bruce willis, meadow williams, kyle schmid, lydia hull",,2019,r,88,min,"action, adventure, suspense"
as5675,3.5,movie,the secret: dare to dream,andy tennant,"katie holmes, josh lucas, celia weston, jerry o'connell",,2020,pg,108,min,drama
as5676,3.6,movie,message man,corey pearson,"paul o'brien, verdi solaiman, valentine payen",,2019,16+,90,min,"action, suspense"
as5677,3.6,tv show,used and borrowed time,,"grant morenz, maureen o'connor, alice kelly bahlke, cam kornman, clas duncan, marshall bonny, emily seibert, gavin rohrer, ox king",,2021,18+,1,season,"drama, romance"
as5678,3.4,movie,zombie: i eat your skin,del tenney,,,2021,16+,92,min,horror
as5679,3.6,movie,woodwind,fin manjoo,"leandro taub, andrea christina furrer, jet jandreau",,2021,7+,125,min,"arthouse, drama, suspense"
as568,3.5,movie,the legend of ben hall,matthew holmes,,,2017,g,140,min,"action, western"
as5680,3.6,movie,windsplitter,julius d. feigelson,,,2021,16+,95,min,action
as5681,3.5,movie,through the shadow,walter lima jnr,,,2021,16+,106,min,horror
as5682,3.5,movie,the hidden truth,"yemi martins (usa), oladele matti (nig)","akin lewis, dolapo orisajobi, yinka smart, kemi afolabi, ibrahim chatta, seun turner",,2021,all,73,min,"drama, romance"
as5683,3.6,movie,the green promise,william d. russell,,,2021,7+,94,min,drama
as5684,3.6,tv show,self (the series),,,,2021,18+,1,season,drama
as5685,3.5,movie,puzzle (l'uomo senza memoria),duccio tessari,,,2021,r,92,min,suspense
as5686,3.5,movie,pounce,"mister hero, keith r. robinson",,,2021,18+,72,min,horror
as5687,3.7,movie,personally yours,jeffrey reiner,"valerie bertinelli, jeffrey nordling, britt irvin, michael welch, ross malinger, andrea roth, donnelly rhodes, emily tennant",,2000,7+,90,min,comedy
as5688,3.5,movie,patang,j ramesh,"thavasi, murali krishna, johnsi, raveena, kamalesh",,2021,13+,86,min,"drama, kids, special interest"
as5689,3.6,movie,parol tamil,sharrath sandith,"mammootty, miya, ineya",,2018,13+,150,min,"action, drama"
as569,3.5,movie,the last witness,piotr szkopiak,"alex pettyfer, robert wieckiewicz, talulah riley",,2018,16+,93,min,"drama, suspense"
as5690,3.6,movie,omerta: the act of silence,craig syracusa,,,2021,18+,85,min,suspense
as5691,3.6,movie,la cadena,"alfred castillo jr., lamarcus tinker","reynaldo alex lopez, sergio cordon, christian carbuccia",,2021,7+,61,min,"drama, special interest"
as5692,3.6,movie,jappeloup,christian duguay,"guillaume canet, marina hands, daniel auteuil, lou de laâge, jacques higelin, marie bunel",,2013,16+,130,min,"action, drama"
as5693,3.5,movie,is this a joke?,jim haggerty,,,2021,18+,75,min,comedy
as5694,3.5,movie,incarnation,filip kovacevic,,,2021,16+,82,min,science fiction
as5695,3.4,movie,dead life: wormwood's end,william victor schotten,,,2021,16+,80,min,horror
as5696,3.6,movie,chiriakhana,satyajit ray,"uttam kumar, kanika mozumdar, shubhendu chattopadhyay, chinmoy roy, nripati chatterjee, shekhar chatterjee, bankim ghosh, jahar ganguly",,1967,13+,127,min,drama
as5697,3.6,movie,wheels on the bus & more kids songs - cocomelon,moonbug entertainment,,,2018,all,51,min,kids
as5698,3.6,tv show,the great waves,,"bao jianfeng, hai qing, sun lishi, li qiang",,2021,18+,1,season,"action, drama"
as5699,3.5,tv show,southland bounty hunters,,"patrick thomas, zak holman, matthew alvarez, terry rasha, tom tremblay, trevor o'connor",,2021,16+,1,season,action
as57,3.5,tv show,yancy derringer,,"jock mahoney, x brands, kevin hagen, framces bergen, charlene james, joan taylor, charles bronson, margaret hayes, kelly thordsen, particia blair",,1959,13+,1,season,"action, western"
as570,3.6,tv show,the last tycoon,,"matt bomer, kelsey grammer, lily collins, dominique mcelligott, enzo cilenti, koen de bouw, mark o'brien, rosemarie dewitt",,2017,18+,1,season,"drama, historical"
as5700,3.6,movie,sahasam,chandra sekhar yeleti,"gopichand, taapsee pannu, shakti kapoor, ali",,2013,13+,149,min,"action, comedy, science fiction"
as5701,3.6,tv show,rattan,,"sally jing/ jing tian, vin zhang/zhang binbin",,2021,18+,1,season,"drama, romance"
as5702,3.5,movie,primevideoqatestmovie16 us,test director us,"test actor1 us, test actor2",,2015,g,92,min,"action, drama"
as5703,3.5,movie,monster from green hell,kenneth g. crane,"jim davis, robert griffin, babara turner",,1957,16+,72,min,"horror, science fiction"
as5704,3.5,movie,learn with teeter taught animation,,"matthew wilcko, rowen wilcko",,2021,all,22,min,kids
as5705,3.5,movie,koi jaane na,amin hajee,"kunal kapoor, amyra dastur, elli avram, aamir khan",india,2021,13+,138,min,suspense
as5706,3.5,movie,kabullywood,louis meunier,"roya heydari, farid joya, ghulam reza rajabi, omid rawendah, mohd qais shaghasy","afghanistan, france",2017,13+,85,min,drama
as5707,3.5,movie,hollow scream,joe barajas,"ann mccaskey, arianna guerra, brian beacock, elizabeth maxwell, harold fisch, joe barajas, jordan brinkman, kevin brown, lara shah, marcelle purdy, nicole moore, oryan landa, shannon lepard",,2020,16+,72,min,"horror, science fiction"
as5708,3.6,movie,hello madam,vadla janardhan,"naveen k chary, meghana chowdary",,2021,16+,113,min,"action, drama"
as5709,3.7,movie,hampton's legion,christopher forbes,"jerry chesser, jezibell anat, russell dobson, eddie rodgers, daniel dobson",,2021,16+,81,min,action
as571,3.5,movie,the last stop,todd nilssen,"liz arnold, peter arnold, daniel bennison, jeff bloking, alec canarri",,2020,16+,111,min,documentary
as5710,3.6,movie,gila!,jim wynorski,"bruce munson, adrienne atkins, christina derosa, madeline fabian, bryan patrick mcculley",,2012,13+,91,min,"horror, science fiction"
as5711,3.4,movie,gamera: the giant monster,noriaki yuasa,"eiji funakoshi, harumi kiritachi, junichiro yamashita",,1965,13+,79,min,science fiction
as5712,3.5,movie,gamera: super monster,noriaki yuasa,"mach fumiake, yaeko kojima, yoko komatsu",,1980,13+,92,min,science fiction
as5713,3.4,movie,gamera: guardian of the universe,shûsuke kaneko,"ihara, akira onodera, ayako fujitani",,1995,13+,95,min,"action, science fiction"
as5714,3.5,movie,gamera vs. zigra,noriaki yuasa,"kôji fujiyama, reiko kasahara, akira natsuki",,1971,13+,88,min,science fiction
as5715,3.5,movie,gamera vs. viras,noriaki yuasa,"kôjirô hongô, tôru takatsuka, carl craig",,1968,13+,81,min,science fiction
as5716,3.5,movie,gamera vs. jiger,noriaki yuasa,"tsutomu takakuwa, kelly varis, katherine murphy",,1970,13+,83,min,science fiction
as5717,3.5,movie,gamera vs. gyaos,noriaki yuasa,"kôjirô hongô, kichijirô ueda, reiko kasahara",,1967,13+,86,min,science fiction
as5718,3.7,movie,gamera vs. guiron,noriaki yuasa,"nobuhiro kajima, miyuki akiyama, christopher murphy",,1969,13+,82,min,science fiction
as5719,3.6,movie,gamera vs. barugon,shigeo tanaka,"kôjirô hongô, kyôko enami, yûzô hayakawa",,1966,13+,100,min,science fiction
as572,3.6,movie,the last sharknado: it's about time,anthony c. ferrante,"tara reid, ian ziering, cassie scerbo, vivica a. fox, judah friedlander",united states,2018,13+,89,min,"action, science fiction"
as5720,3.5,movie,full strike,"derek kwok, henri wong","josie ho, ekin cheng, susan shaw",,2015,16+,108,min,comedy
as5721,3.5,movie,forrest fun | shorts for kids,"natalia malykhina, tihoni brčić, fred and sam guillaume, miran miošić, dinko kumanović",,,2021,all,61,min,"animation, kids"
as5722,3.5,movie,evil eye,"elan dassani, rajeev dassani","sunita mani, omar maskati, sarita choudhury, bernard white",united states,2020,16+,89,min,"drama, horror"
as5723,3.6,movie,el duende satiro,jorge bastidas zea,"valeria mosquera, luis torres, vicente sánchez, axel ortega, jorge cabrera",,2016,18+,89,min,"drama, horror"
as5724,3.6,movie,devil's island,"sean king, taylor king","elle alexander, cliff yates, kristjan sokoli, pete berwick",united states,2021,13+,72,min,"horror, suspense"
as5725,3.6,movie,departure,robert silver,"mirabel miscala, todd risby",,2021,7+,11,min,drama
as5726,3.5,tv show,chivas: el rebaño sagrado,,,,2021,tv-14,1,season,"documentary, sports, unscripted"
as5727,3.4,movie,blippi's snowflake scavenger hunt,,stevin john,,2020,all,52,min,kids
as5728,3.5,movie,blippi - explore with blippi and learn about vehicles,stevin john,stevin john,,2020,all,65,min,kids
as5729,3.6,movie,beyond adversity,kaneesha heath,"amina muhammad, david tiefen, nicole c. barnes, anthony j. james, davina reid, billy thomas myott, nasim, matthew seymour, jillie simon, kat lindsay, lorenzo beronilla, dominic greco, richard baugh, taylor kulp, francisco leon, dean deck, michelle fitzpatrick, kenon white, micah mobley, ellen b. williams",,2021,18+,107,min,drama
as573,3.5,tv show,the last post,,"jessie buckley, jeremy neumark jones, tom glynn-carney",,2017,16+,1,season,"drama, historical, military and war"
as5730,3.6,movie,yatra (tamil),mahi v raghav,"mammootty, suhasini maniratnam",,2019,all,125,min,"drama, international"
as5731,3.5,movie,throwback holiday,trey haley,"jennifer freeman, robert ri'chard, rhyon nicole brown",,2018,16+,80,min,"comedy, drama"
as5732,3.5,movie,the christmas toy,eric till,"dave goelz, brian henson, kathryn mullen, jerry nelson, richard hunt, camille bonara, rob mills, nikki tilroe, marsha moreau, zachary bennett, steve whitmire",,1986,all,50,min,"kids, science fiction"
as5733,3.5,movie,the alpha test,aaron mirtes,"rae hunt, bella martin, wynn reichert",,2020,16+,86,min,science fiction
as5734,3.5,movie,son of the south,barry alexander brown,"lucas till, lucy hale, julia ormond, sienna guillory, brian dennehy",,2021,18+,106,min,drama
as5735,3.6,movie,plug love,derek scott,"murda pain, jessica ryan, sino harris, lance whittington, nunu thurman",,2017,ages_18_,115,min,"drama, romance"
as5736,3.6,movie,pinocchio (2020) [english subtitled],matteo garrone,"roberto benigni, federico ielapi, rocco papaleo, massimo ceccherini",,2020,pg-13,125,min,drama
as5737,3.4,movie,pinocchio (2020) (4k uhd) [english subtitled],matteo garrone,"roberto benigni, federico ielapi, rocco papaleo, massimo ceccherini",,2020,pg-13,125,min,"drama, fantasy, science fiction"
as5738,3.6,movie,pinkfong! summer in wonderville,pinkfong,,,2021,g,47,min,"animation, kids"
as5739,3.6,movie,payback,joseph mensch,"matt levett, toby leonard moore, anna baryshnikov, lev gorn, rade servedzija, elena satine",,2021,16+,91,min,"drama, suspense"
as574,3.5,tv show,the last of robin hood,,kevin kline,,2018,tv-14,1,season,drama
as5740,3.7,movie,number zoo adventures with toddler fun learning,christian hughes,,,2019,all,30,min,kids
as5741,3.5,movie,my magic halloween with mila and morphle,arthur van merwijk,,,2019,all,40,min,kids
as5742,3.5,movie,morphle non-dialogue - mila and morphle save the day,arthur van merwijk,,,2019,all,41,min,"animation, kids"
as5743,3.5,movie,me without you,sandra goldbacher,"anna friel, michelle williams, kyle maclachlan, oliver milburn",,2002,r,100,min,"arthouse, arts, entertainment, and culture, drama"
as5744,3.5,tv show,mcgraw ave,,"murda pain, thomas l. harris, sino harris, lance whittington, deborah spencer, chamar avery, shorty rich, forty the great, justin vesper, tonja brown, ebony tates, kyle greenlaw, sylena rai, nia miranda, ashley wheatley, dierra lewis, johnathan crawford iii, kaamel hasaun, dejuan ford, elle breaunna, tristin fazekas",,2020,18+,1,season,"action, drama"
as5745,3.5,tv show,making the cut,,"heidi klum, tim gunn, winnie harlow, jeremy scott",united states,2021,13+,2,season,"special interest, unscripted"
as5746,3.6,movie,josh blue: sticky change,jay chapman,josh blue,,2012,18+,52,min,"arts, entertainment, and culture, comedy, special interest"
as5747,3.6,movie,go buster - buster the wizard and more original kids songs,moonbug entertainment,,,2020,all,38,min,kids
as5748,3.5,movie,gecko's garage - stem learning for kids,christian hughes,,,2020,all,41,min,kids
as5749,3.5,movie,gecko's garage - learn at home with gecko,christian hughes,,,2020,all,34,min,kids
as575,3.6,tv show,the last narc,,"conseulo 'chatita' berrellez, geneva camarena, jorge godoy",united states,2020,16+,1,season,documentary
as5750,3.6,movie,emmet otter's jug-band christmas,jim henson,"jim henson, frank oz, dave goelz, richard hunt, jerry nelson, marilyn sokol, eren ozker",,1977,all,53,min,"drama, kids"
as5751,3.6,movie,cut the rope - om nom stories dream job,arthur merkulov,,,2017,all,23,min,"animation, kids, sports"
as5752,3.6,tv show,billions,,,,2019,tv-ma,4,season,tv shows
as5753,3.5,tv show,being erica,,"erin karplunk, michael riley, tyron leisto",,2009,tv-14,1,season,"drama, young adult audience"
as5754,3.5,tv show,8 out of 10 cats,,"jimmy carr, sean locke, jon richardson",,2012,16+,2,season,"arts, entertainment, and culture, comedy"
as5755,3.5,movie,your favorite cartoon cupcakes - part 2,,,,2019,7+,25,min,kids
as5756,3.6,tv show,yes & yoga,,"david ahearn, adi bachan",,2021,7+,1,season,"fitness, special interest"
as5757,3.4,movie,yakov smirnoff: as long as we both shall laugh,david stern,yakov smirnoff,,2004,13+,91,min,"arts, entertainment, and culture, comedy, special interest"
as5758,3.5,movie,wildflower,nicholas dibella,"nathalia ramos, cody longo, shari rigby, alex steele, katie gill, benjamin ashbrook, kevin mccorkle",,2016,pg-13,92,min,"drama, suspense"
as5759,3.6,movie,white blessing,janchivdorj sengedorj,"jinjmaa, bazarragchaa logo, batmend baast",,2017,16+,105,min,drama
as576,3.6,movie,the last mile (1932),samuel bischoff,"howard phillips, preston foster",,1932,nr,69,min,drama
as5760,3.6,movie,up in smoke,lou adler,"cheech marin, thomas, tommy chong, edie adams",,1978,r,86,min,comedy
as5761,3.6,movie,unacknowledged: an expose of the world's greatest secret,michael mazzola,"steven m. greer, giancarlo esposito, richard doty, daniel sheehan, dr. edgar mitchell, michael schratt",,2017,18+,104,min,documentary
as5762,3.5,tv show,twelve legend,,"gülnezer bextiyar, jasper liu, liu chang, jason koo",,2021,tv-14,1,season,"horror, romance, science fiction"
as5763,3.5,movie,trouble at timpetill,nicolas bary,"raphaël katz, adèle exarchopoulos, léo legrand, lola créton, gérard depardieu, carole bouquet, françois damiens",,2008,13+,98,min,"comedy, young adult audience"
as5764,3.5,movie,toxic shark,cole sharpe,"kabby borders, bryce durfee, eric etabari, christina masterson, sean samuels",,2017,unrated,88,min,"action, science fiction"
as5765,3.6,movie,titeuf,zep,"donald reignoux, mélanie bernier, zabou breitman",,2011,13+,87,min,"animation, kids, young adult audience"
as5766,3.5,tv show,timothy goes to school,,"austin diiulio, lisa yamanaka, fiona reid, max morrow, tracy ryan, alyson court, laurie elliot, mag ruffman, darren frost, rob stefaniuk, joanne vannicola, linda kash, jamie watson",,2000,tv-g,2,season,"animation, kids"
as5767,3.5,movie,the thieves code,alex power,"odelia san diego, baraka noel, tracy nguyen, lily donavan-seid, michele condon, kim christopher codella, miyoko sakatani, ernest vestito, christopher granlund, mike spiegelman, david kittel, tony sparks, jim snell, troy turner",,2021,18+,101,min,"action, drama, romance"
