show_id,punctuation,type,title,director,cast,country,release_year,rating,duration_int,duration_type,listed_in
as5510,3.5,movie,eat your heart out,felix o. adlon,"christian oliver, pamela adlon, laura san giacomo",,1999,r,94,min,"comedy, drama, romance"
as5511,3.4,movie,dickie roberts: former child star,sam weisman,"david spade, alyssa milano, mary mccormack, rob reiner, craig bierko, jon lovitz, rachel dratch, doris roberts, jenna boyd, scott terra, brendan fraser, corey feldman, maureen mccormick, corey haim, donny bonaduce",,2003,pg-13,98,min,comedy
as5512,3.6,movie,deadly promises,joseph ramos,"julian crouser, isabella salazar, braeden wilson, m.j. wolfe, shaquille mathurin, ryan byers, cameron storm-clarke, kendell green, carlos leos, karin knebl",,2021,16+,81,min,"drama, suspense, young adult audience"
as5513,3.4,movie,cronos: the relic of time,luciano de lima,"alexandre garcia, denildo miranda, michel godinho, nilva jardim, pâmela saraiva, sapiran brito, tainara urrutia, tom peres",,2020,16+,44,min,"science fiction, suspense"
as5514,3.5,movie,critical condition,michael apted,"richard pryor, joe mantegna, rachel ticotin, ruben blades, bob dishy, sylvia miles, joe dallesandro, randall tex cobb, bob saget, garrett morris",,1987,r,98,min,comedy
as5515,3.5,movie,cow town,john english,"gene autry, champion, gail davis",,1950,13+,71,min,"special interest, western"
as5516,3.6,movie,cass,jon s. baird,"nonso anozie, gavin brocker, leo gregory",,2008,18+,107,min,"drama, special interest"
as5517,3.5,movie,cannibal women in the avocado jungle of death,j.f. lawton,"shannon tweed, bill maher, karen m. waldron",,1989,pg-13,89,min,"action, comedy"
as5518,3.6,movie,blue demon: death night,alfredo b. crevenna,"blue demon, ana luisa peluffo",,1968,13+,82,min,"action, adventure, special interest"
as5519,3.5,movie,blanco,"jon primo, hector felix","gerardo moctezuma, victor manso, carlos flores, ketty rodriguez, jonathan practice, jennifer juarez, damien diaz, vanessa perez, arturo jesus, eric martin del campo",,2021,16+,87,min,"drama, special interest, suspense"
as552,3.5,movie,the lucy show - vol. 2,maury thompson,"lucille ball, vivian vance, gale gordon, jim nabors, mel tormé, claude akins, mary jane croft",,2001,all,127,min,comedy
as5520,3.5,movie,"bigfoot, ufos and jesus",jesse low,"melissa anschutz, don most, victoria jackson",,2021,7+,98,min,"drama, science fiction, special interest"
as5521,3.5,movie,bewakoofiyaan,nupur asthana,"rishi kapoor, ayushmann khurrana, sonam kapoor, swedha singh, deepika amin",india,2014,13+,118,min,"comedy, drama, international"
as5522,3.4,movie,before i'm dead,j.r. sawyers,"j.r. sawyers, camille montgomery, denise boutte, stephaun pender, gary j. klavans, cayla komaro",,2021,g,83,min,"horror, science fiction, suspense"
as5523,3.5,movie,athaiyum thaandi punithamaanathu,viknish lokarag asokan,"vemanna, yuvaraj, vanessa cruez",,2020,13+,111,min,"comedy, drama"
as5524,3.6,movie,adithya (creative genius),bheemagani sudhakar goud,"ashish vidhyardi, suman, bramhanandam, siva parvathi",,2021,13+,124,min,"drama, kids"
as5525,3.6,movie,voyage of the chimera,michael gates,"kyle cruz-cordova, andrew vandegrift, brian ricardo nakanishi, art razo, andrew hook, blackwell hird, anthony kelly, dylan tompkins, jasper johnson, troy harris, henry grossen, dalton wooldridge, charlie grossen, jessica magers, peter greenwood, ashley reichert, kevin durkin, andrew comden, luke chambers, john anchondo, david mahan",,2021,13+,84,min,science fiction
as5526,3.6,movie,victoria,ural safin,"nino kantariya, vitaliya kornienko, evgeniya malakhova, dmitriy miller, maksim shchyogolev",,2021,16+,89,min,"action, comedy"
as5527,3.6,movie,thodi thodi si manmaaniyan,aditya sarpotdar,"arsh sehrawat, shrenu parikh, shilpa taluskar, mukesh tiwari",,2020,16+,109,min,romance
as5528,3.6,movie,the lost valley,chris bucher,"michael schweizer anliker, meryl marty, august wick, olivia lina gasche, severin gmünder, tobias fischer, silvan buess, chris bucher",,2021,13+,44,min,"action, comedy, science fiction"
as5529,3.5,movie,the last lullaby,jeff goodman,"tom sizemore, sasha alexander, sprague grayden, randall batinkoff, bill smitrovich, omid abtahi",,2021,16+,93,min,"action, drama, suspense"
as553,3.6,movie,the lucy show - vol. 1,maury thompson,"lucille ball, carol burnett, john wayne, george burns, milton berle, vivian vance, gale gordon",,1999,7+,127,min,comedy
as5530,3.6,movie,thallana,sudarshan narayana,"sridhar k.s, nirmala chennappa",,2013,all,109,min,"drama, suspense"
as5531,3.6,movie,stormswept,david i. frazer,"justin carroll, kathleen kinmont, melissa moore",,1995,18+,98,min,"drama, horror, suspense"
as5532,3.6,movie,safe house,jeff glickman,"andrew chapman, leo choy, alex hook, deanna little",,2021,18+,95,min,"comedy, suspense"
as5533,3.5,movie,rifftrax live: time chasers,michael j. nelson,"michael j. nelson, kevin murphy, bill corbett, matthew bruch, bonnie pritchard, peter harrington, george woodard, jim rohn, mystery science theater 3000 guys",,2016,16+,106,min,"comedy, science fiction"
as5534,3.6,movie,republic z,"stepan burnashev, nadezhda yumshanova","georgiy bessonov, dmitriy baishev, irirna mikhailova, peter petrov, kyunney filippova, igor agafonov, veronika amosova",,2021,18+,87,min,horror
as5535,3.5,movie,quiet room bears,lee howard,"nick smyth, zoe georgaras, jennifer valentyne, lee howard",,2021,18+,17,min,horror
as5536,3.6,tv show,pinkfong! learn names with hogi,,,,2021,all,1,season,"animation, kids"
as5537,3.6,movie,meaner than hell,edward m. erdelac,"thomas crnkovich, jared michaels",,2009,18+,84,min,western
as5538,3.5,movie,lockdowners,"scott jeffrey, rebecca matthews","abi casson thompson, barbara dabson",,2020,18+,62,min,"drama, romance"
as5539,3.6,movie,infected,dan rickard,"samantha bolter, chris wandell",,2021,16+,82,min,"action, horror"
as554,3.5,tv show,the lucy show,,"lucille ball, vivian vance, gale gordon, jimmy garrett",,1967,13+,3,season,comedy
as5540,3.5,movie,indha nilai maarum,arunkanth v,"ashwin kumar lakshmikanthan, chaams",,2020,13+,101,min,"comedy, drama, romance"
as5541,3.5,movie,i do,g. lee gordon,"kelsie key, fabian lopez, larry jack dotson",,2020,16+,71,min,"drama, special interest"
as5542,3.6,movie,hyde,dallas burgess,"kelsey pribilski, chip llorens, avi lake, diana rose, darrell mitchell",,2021,16+,95,min,suspense
as5543,3.6,movie,dosham,raghu gopasani,"kishore, sana, praveen, punnuru praveen, vennala, mutyala vimala",,2019,13+,120,min,romance
as5544,3.4,movie,deadly passion,jasmine  jamar alston,"jamal woolard, nelson j davis, karh-ri whitney, norquon morgan, nikki moore, jamar alston, deldrick alston, tavarius alston, tabiyus ervin, donte dla alston",,2021,18+,86,min,"drama, suspense"
as5545,3.6,movie,charlene,hasan qureshi,"angela hou, hasan qureshi, kenny kendawg",,2021,13+,56,min,"arthouse, drama"
as5546,3.6,movie,balamitra,shailesh tiwari,"ranga, sashikala dharmavarapu, dayanand reddy, kiya reddy, anusha",,2021,13+,101,min,suspense
as5547,3.5,tv show,4 cars,,gren brooke,,2016,all,1,season,"animation, kids"
as5548,3.4,movie,"""mixed up""",nishi chawla,"uday krishna, bethany rishell, lucy bond, sanjay kumar",,2020,16+,106,min,"drama, romance"
as5549,3.6,movie,wish upon a star,blair treu,"katherine heigl, danielle harris, donnie jeffcoat",,1996,pg,90,min,"comedy, fantasy, young adult audience"
as555,3.5,tv show,the lowe files,,"matthew edward lowe, owen john lowe",,2017,tv-pg,1,season,"documentary, drama, unscripted"
as5550,3.5,movie,wild kratts: creepy creatures,cheryl knapp,"heather bambrick, makenna beatty, zachary bennett",,2018,7+,48,min,kids
as5551,3.5,movie,what happens next,jay arnold,"jon lindstrom, wendie malick, chris murrah, megan hilty",,2012,18+,100,min,"arthouse, comedy, lgbtq"
as5552,3.5,movie,unpaused,"raj & dk,  nikkhil advani,  tannishtha chatterjee,  avinash arun,  nitya mehra","gulshan devaiah,  saiyami kher,  komal chhabria,  richa chadha,  ishwak singh,  sumeet vyas,  lillete dubey,  rinku rajguru,  abhishek banerjee,  geetika vidya ohlyan,  palash prajapati,  ratna pathak shah,  shardul bhardwaj",,2020,16+,113,min,drama
as5553,3.5,movie,united states of tents,"denny lynch, ashley lynch",,,2019,all,92,min,documentary
as5554,3.5,movie,unfinished sky,peter duncan,"william mcinnes, monic hendrickx, milo, bille brown, christopher sommers, david field, sam cotton",,2019,16+,94,min,romance
as5555,3.6,movie,twilight,robert benton,"paul newman, susan sarandon, gene hackman, james garner, stockard channing, reese witherspoon, giancarlo esposito, liev schreiber, margo martindale, john spencer",united states,1998,r,94,min,"drama, suspense"
as5556,3.6,movie,the ultimate gift,michael o. sajbel,"abigail breslin, drew fuller, james garner",,2007,pg,117,min,drama
as5557,3.6,movie,the only living boy in new york,marc webb,"callum turner, kate beckinsale, pierce brosnan, cynthia nixon, kiersey clemons, and jeff bridges",,2017,r,88,min,drama
as5558,3.5,movie,the manster,george p. breakston,"peter dyneley, satoshi nakamura, terri zimmern",,1959,13+,72,min,horror
as5559,3.6,movie,temptation,eurika pratts,jean-claude lamarre,,2021,18+,52,min,"drama, romance"
as556,3.5,movie,the long walk home,richard pearce,"sissy spacek, whoopi goldberg, dwight schultz",,1990,13+,96,min,"drama, kids"
as5560,3.5,movie,survive the night (4k uhd),matt eskandari,"chad michael murray, bruce willis, shea buckner, tyler jon olson, lydia hull, riley wolfe rach, jessica abrams",,2020,r,89,min,"action, adventure, suspense"
as5561,3.5,movie,split second,tony maylam,"rutger hauer, kim catrall, michael j. pollard, alistair duncan, alun armstrong, pete postlethwaite",united kingdom,1992,r,91,min,"horror, science fiction"
as5562,3.4,movie,sheep & wolves,"maxim volkov, andrey galat","tom felton, ruby rose, china anne mcclain",,2018,pg,85,min,"animation, comedy, kids"
as5563,3.5,movie,road less traveled,blair hayes,"lauren alaina, donny boaz, jason burkey, charlene tilton",,2017,7+,86,min,"comedy, drama"
as5564,3.6,movie,prisoner number a26188: surviving auschwitz,lisa bryer,,,2013,13+,44,min,"documentary, special interest"
as5565,3.6,movie,once upon a time in philly,sixx king,"rell angelo, sonni blak, al black, tyreek cade, ruben rivera, robin lee wright, tameeka ryant, alease braxton, christina cartier, zahnay blakey, foma fowler, dave gilbert, eric stafford, ja""vese washington, christina ramos, wayne thomas, dominic king, laura cummings, johnathan davis, mark salidino, billy kontostergios, conor begly, china white, isaiah pearson, kelvin buds",,2019,18+,94,min,"action, drama"
as5566,3.5,movie,night hunter,david raymond,"henry cavill, ben kingsley, alexandra daddario, stanley tucci, brendan fletcher, minka kelly, nathan fillion",,2019,r,99,min,"action, drama, suspense"
as5567,3.6,movie,mazurkas,marty krzywonos,"marty krzywonos, val uff iii, audrey st. gil, john murdolo, chyanne donnell, marcia myers, james collins jr., kendall stanton, steven j. clarkson",,2016,16+,59,min,drama
as5568,3.5,movie,manhattan night,brian decubellis,"adrien brody, yvonne strahovski, jennifer beals, campbell scott",,2016,r,114,min,suspense
as5569,3.6,movie,making babies,josh f. huber,"eliza coupe, steve howey, bob stephenson, elizabeth rodriguez, ed begley jr, glenne headly",,2019,16+,86,min,"comedy, drama"
as557,3.5,movie,the little traitor,lynn roth,"ido port, alfred molina, gilya stern, rami heuberger, theodore bikel",,2009,13+,89,min,drama
as5570,3.5,movie,maaya,radhika jayanthi,"sandhya bayireddy, abhishek sabbe, rohini kumar",,2021,13+,49,min,"drama, suspense"
as5571,3.5,movie,little white lie,"lacey schwartz, james adolphus","lacey schwartz, peggy schwartz, robert schwartz",united states,2015,13+,66,min,documentary
as5572,3.5,movie,"little baby bum - learn colors, shapes and number! & more educational videos for kids",cannis holder,"grace tamayo, erin webbs",,2020,all,36,min,kids
as5573,3.5,movie,little baby bum - five little ducks and more nursery rhymes & kids songs,cannis holder,,,2020,all,35,min,kids
as5574,3.5,movie,last call for titan!,frederic ramade,,,2017,13+,52,min,documentary
as5575,3.5,movie,last call,greg garthe,"ryan hansen, travis van winkle, christopher lloyd, tara reid, dave foley, diora baird",,2015,16+,84,min,"comedy, young adult audience"
as5576,3.5,movie,kho kho,rahul riji nair,"rajisha vijayan, mamitha baiju, renjit shekar nair, venkitesh vp",,2021,all,119,min,drama
as5577,3.5,movie,jet li's contract killer,wei tung,"jet li, eric tsang, simon yam, gigi leung, timmy ho",,1998,r,98,min,"action, comedy"
as5578,3.6,movie,james brown - mr dynamite: the rise of james brown,alex gibney,james brown,,2015,13+,120,min,"documentary, music videos and concerts"
as5579,3.5,movie,it never sleeps,matt mitchell,"laura swift, fabrizio santino, cassandra orhan",,2021,16+,84,min,horror
as558,3.6,movie,the little prince,mark osborne,"jeff bridges, rachel mcadams, paul rudd",,2015,pg,107,min,"animation, kids"
as5580,3.6,movie,human experiments,gregory goodell,"linda haynes, geoffrey lewis, ellen travolta, lurene tuttle, mercedes shirley",united states,1979,18+,85,min,"horror, suspense"
as5581,3.5,movie,hitman's hero,mark savage,"paul moder, kevin hopkins, helen hopkins, carolyn bock, frank bren",,2001,16+,87,min,"action, comedy"
as5582,3.6,movie,heartburn,mike nichols,"meryl streep, natasha lyonne, jack nicholson, kevin spacey, jeff daniels, stockard channing, catherine o'hara, richard masur",united states,1986,r,109,min,"comedy, romance"
as5583,3.6,movie,gordon lightfoot: if you could read my mind,"martha kehoe, joan tosni","gordon lightfoot, geddy lee, sarah mclachlan",,2020,g,90,min,"documentary, music videos and concerts"
as5584,3.5,movie,god's miracles,michael bouson,bryant gumbel,,2017,all,52,min,"drama, faith and spirituality"
as5585,3.5,movie,gamera the brave,ryuta tasaki,"ryô tomioka, kaho, shingo ishikawa",,2006,13+,97,min,"action, science fiction"
as5586,3.6,movie,gamera 3: revenge of iris,shûsuke kaneko,"shinobu nakayama, ai maeda, yukijirô hotaru",,1993,13+,108,min,"action, science fiction"
as5587,3.6,movie,gamera 2: attack of the legion,shûsuke kaneko,"toshiyuki nagashima, miki mizuno, tamotsu ishibashi",,1996,13+,100,min,"action, science fiction"
as5588,3.6,tv show,flack,,"anna paquin, lydia wilson, sophii okonedo, rebecca benson, genevieve angelson, rufus jones, arinze kene, andrew leung",,2021,16+,2,season,"comedy, drama"
as5589,3.6,movie,fire in the sky,robert lieberman,"d. b. sweeney, peter berg, james garner, craig sheffer, robert patrick, henry thomas, bradley gregg, noble willingham, kathleen wilhoite, georgia emelin",,1993,pg-13,109,min,drama
as559,3.6,movie,the little match girl,,,,2018,all,9,min,"animation, anime, kids"
as5590,3.4,movie,father of invention,trent cooper,"kevin spacey, camilla belle, heather graham, johnny knoxville, john stamos, craig robinson, virginia madsen",,2011,pg-13,93,min,"comedy, drama"
as5591,3.5,movie,escape and evasion,storm ashwood,"josh mcconville, rena owen, bonnie sveen, hugh sheridan, steve le marquand, firass dirani, juwan sykes, natalie rees, sonny le",,2019,g,92,min,"action, drama, suspense"
as5592,3.5,movie,elton john - uncensored,chris purchase,"graham norton, elton john",,2019,g,58,min,documentary
as5593,3.5,movie,dubsmash,keshav depur,"getup srinu, pavan krishna, supraja",,2021,13+,135,min,"action, drama"
as5594,3.6,movie,dead sound,tony glazer,"jeff kober, matty cardarople, brett azar, caroline day, ashley austin morris, john behlmann",,2020,13+,84,min,suspense
as5595,3.6,movie,"dark, almost night",borys lankosz,"magdalena cielecka, rafal mackowiak",,2019,16+,109,min,suspense
as5596,3.6,movie,dante's inferno: an animated epic,victor cook,"mark hamill, victoria tennant, vanessa branch, graham mctavish","united states, japan, singapore, south korea",2010,r,88,min,"action, adventure, animation"
as5597,3.5,tv show,crash canyon,,"tara strong, jennifer irwin, martin roach, patrick mckenna, peter keleghan, joanne vannicola, bryn mcauley",,2013,tv-14,2,season,"animation, comedy"
as5598,3.5,movie,chicky - i love chicky valentine's special pt.2 - & more kids cartoons,william hoareau,,,2020,all,22,min,"animation, kids"
as5599,3.5,movie,chicky - i love chicky valentine's special pt.1 - & more kids cartoons,william hoareau,,,2020,all,19,min,"animation, kids"
as56,3.6,movie,yatra (malayalam),mahi v raghav,"mammootty, suhasini maniratnam",,2019,all,125,min,"drama, international"
as560,3.5,movie,the little foxes,william wyler,"bette davis, herbert marshall, teresa wright",,1941,13+,116,min,"drama, romance"
as5600,3.5,movie,caligula: paranoia and brutality in ancient rome,hugo macgregor,,,2013,13+,59,min,"documentary, special interest"
as5601,3.6,tv show,bosch,,"titus welliver, jamie hector, amy aquino, madison lintz, lance reddick",united states,2021,16+,7,season,"action, drama, suspense"
as5602,3.5,movie,beyond the mask,chad burns,"andrew cheney, john rhys-davies, kara killmer, alan madlane, adetokumboh m'cormack, charlie newhart",,2015,pg,105,min,"action, special interest"
as5603,3.6,movie,betting on the bride,marita grabiak,"karissa lee staples, lia frankland, laura k. macdonald, peter mooney",,2017,13+,86,min,comedy
as5604,3.5,movie,arpo the robot for all kids - baby racer & more funny kids cartoons,,,,2020,all,21,min,"animation, kids"
as5605,3.6,movie,adavi,g. ramesh,"vinoth kishan, ammu abirami",,2020,13+,114,min,"action, drama, romance"
as5606,3.4,movie,absolutely anything,terry jones,"simon pegg, kate beckinsale, sanjeev bhaskar, rob riggle, robert bathurst",,2017,r,85,min,"comedy, science fiction"
as5607,3.5,tv show,#igotthis,,,,2020,tv-pg,1,season,drama
as5608,3.6,movie,you may now kill the bride,kohl glass,"tammin sursok, ashley newbrough, rocky myers",,2016,unrated,89,min,suspense
as5609,3.5,tv show,when eagles dare: crystal palace f.c.,,"wilfried zaha, steve parish, ian holloway, dougie freedman, stephen browett, julian speroni, joel ward, damien delaney, peter ramage, mile jedinak, yannick bolasie, glenn murray, jonny williams, kevin phillips, mark steel, ben bailey smith, kevin day, chris grierson",,2021,tv-nr,1,season,"documentary, sports"
as561,3.5,tv show,the lion's kingdom,,barry paine,,1995,7+,1,season,"documentary, special interest"
as5610,3.6,movie,unishe april,rituparno ghosh,"prosenjit chatterjee, debashree roy, aparna sen, dipankar dey, chitra sen, bodhisattwa majumdar",,1996,18+,133,min,romance
as5611,3.5,movie,two step,alex r. johnson,"beth broderick, james landry hébert, skyy moore, jason douglas, ashley spillers, barry tubb, brady coleman, jesse dayton, dale watson, laurie gallardo",,2015,16+,95,min,"drama, suspense"
as5612,3.6,movie,the reunited states,ben rekhi,"van jones, susan bro, meghan mccain",,2021,13+,85,min,"documentary, special interest"
as5613,3.5,movie,the host,andy newbery,"maryam hassouni, mike beckingham, dougie poynter",,2020,16+,103,min,suspense
as5614,3.6,movie,thanaha,prakash kunjhan moorayil,"abilash nandakumar, tito wilson, sreejith ravi, hareesh perunna, suresh krishna, santhosh keezhathur, sreekumar, sharanya anand, shruthy bala, irshad, sneha sreekumar, molly kannamaly, kalabhavan haneef, saju kodiyan, nandalal, anjali, yatheendran, anjali hari, jolly chirayath, thara kalyan, kolapully leela, rohit menon, balachandran chullikadu, cherethala lalitha, sajan palluruthy, narayankutty, mohammad musthafa, sudheesh anchery, punnapara appachan, m.s.kolathur, dr.hithesh sankar, b.santhosh, jayaprakashan, sajad bright, priya p varrier",,2018,13+,119,min,"comedy, drama, suspense"
as5615,3.6,tv show,teachers in law,,"mariya shalayeva, antonina komissarova, halyna sazonova, aleksey ilin, marina dianova, anna gulyarenko, anton filipenko, kirill kaganovich, levan mskhiladze, arseniy gusev, vitaliy bredikhin",,2020,16+,1,season,tv shows
as5616,3.5,movie,tazzeka,jean-philippe gaud,,,2020,16+,95,min,"arthouse, comedy, special interest"
as5617,3.5,movie,ru-ba-ru,arjun bali,"randeep hooda, shahana goswami, rati agnihotri, jayant kripalani, kulbhushan kharbanda, jeetu savlani, prince shah, jeneva talwar",,2008,13+,104,min,"romance, suspense"
as5618,3.6,movie,rewilding kernwood,"jean aspen, tom irons","jean aspen, tom irons, laurie schacht",,2020,13+,87,min,documentary
as5619,3.6,movie,ratsasan,ram kumar,"vishnu vishal, amala paul, kaali venkat, munishkanth, abhirami",,2018,13+,146,min,"action, suspense"
as562,3.5,movie,the liberation of l.b. jones,william wyler,"lee j. cobb, roscoe lee browne, anthony zerbe, lola falana, lee majors, barbara hershey, yaphet kotto, dub taylor, chill wills, ray teal",,1970,r,103,min,"drama, romance, suspense"
as5620,3.5,movie,pinkfong! baby shark in summer time,pinkfong,,,2021,g,27,min,"animation, kids"
as5621,3.5,movie,nigahen,harmesh malhotra,"sridevi, sunny deol, rishi kapoor, anupam kher, pran, gulshan grover, aruna irani, jagdeep, amrish puri",,1989,13+,138,min,"drama, romance, science fiction"
as5622,3.6,tv show,nba games of the year,,,,2014,all,1,season,"arts, entertainment, and culture"
as5623,3.6,movie,nazi undead,steven spiel,"georgia chara, leigh scully, andy mcphee",,2019,18+,78,min,horror
as5624,3.5,movie,mixed up,nishi chawla,"rohini bir, jean berard, lucy bond, bethany rishell, sanjay kumar, uday krishna, max johnson, bryan brougham, nishi chawla",,2020,16+,106,min,action
as5625,3.6,movie,macbeth,kit monkman,"mark rowley, al weaver, wunmi mosaku, charlie hamblett",,2020,16+,121,min,drama
as5626,3.5,movie,little baby bum - abc song and more kids songs,cannis holder,,,2020,all,36,min,kids
as5627,3.4,movie,kittie: live at the london music hall,rob mccallum,"morgan lander, mercedes lander, tara mcleod, ivy vujic, jeff phillips, fallon bowman, jennifer arroyo, tanya candle",,2020,18+,81,min,"documentary, special interest"
as5628,3.5,movie,jurassic dinosaur playtime! t-rex ranch,aaron michael,"lb, aaron michael",,2019,all,12,min,kids
as5629,3.6,movie,joyful praise,maurice jones,"chandra smartt spicer, christopher a. greer, shanta renee smith, arthur richardson, kaschmeire rich, tina pittman, jennifer davis, rahsaan edwards, maurice eleby jones jr., charles palmer, maria l. parrish",,2020,13+,52,min,"comedy, drama, special interest"
as563,3.6,movie,the lemonheads,baeble music,,,2007,7+,53,min,music videos and concerts
as5630,3.5,movie,inmate zero,russell owen,"philip mcginley, stacey lynn crowe, christopher dunne",,2020,18+,107,min,"horror, suspense"
as5631,3.5,tv show,hitoshi matsumoto presents documental,,hitoshi matsumoto,,2021,18+,4,season,"comedy, international, unscripted"
as5632,3.5,tv show,head above water,,"bronte campbell, kyle chalmers, cody simpson, ian thorpe",,2021,tv-ma,1,season,sports
as5633,3.6,movie,false paradise (feature length),niyi towolawi,,,2021,16+,94,min,drama
as5634,3.5,tv show,elzaz,,"thomas ross, amy louise kemp, tamera gandoff, alex robbins",,2021,16+,1,season,tv shows
as5635,3.6,movie,elyse,stella hopkins,"anthony hopkins, lisa pepper, aaron tucker, tara arroyave, fran tucker",,2020,16+,95,min,drama
as5636,3.5,movie,divos!,ryan p. bartley,"matt steele, timothy brundidge, nicole sullivan, jayson bernard, jason stuart, marissa jaret winokur, jake busey",,2020,13+,99,min,"arthouse, comedy, drama"
as5637,3.6,movie,dark prince: the true story of dracula,joe chappelle,"rudolf martin, jane march, christopher brand, peter weller, roger daltrey",,2000,r,92,min,"horror, suspense"
as5638,3.6,movie,brightheart: let your light shine,deng weifeng,"carrie jo crosby, daisy hamilton, justine huxley",,2021,g,84,min,"animation, kids, science fiction"
as5639,3.4,movie,apparition,waymon boone,"annalisa cochrane, mena suvari, kevin pollak",,2019,18+,83,min,horror
as564,3.5,tv show,the legends,,"lu bai, kai xu, xu dai, yan xiao, guanxiang liu, lu mi, zifeng li, hao xiang, de yang, ye ding",,2019,18+,1,season,"romance, science fiction"
as5640,3.5,movie,alag - he is different - he is alone,ashu trikha jim mulligan,"akshay kapoor, dia mirza, yatin karyekar, jayant kripalani, mukesh tiwari, sharat saxena, beena banerjee, tom alter, rana jung bahadur, somesh agarwal, avtar gill, tej sapru",,2006,13+,117,min,drama
as5641,3.7,movie,a million hits,janet harvey,"tess cline, monica perez, kate st. clair, alyona real, david roland strong, fran williams",,2021,16+,71,min,"action, drama"
as5642,3.4,movie,you were never really here,lynne ramsay,"joaquin phoenix, ekaterina samsonov",,2018,r,90,min,"drama, suspense"
as5643,3.6,movie,yakov smirnoff: what a country!,yakov smirnoff,yakov smirnoff,,1994,13+,46,min,"arts, entertainment, and culture, comedy, special interest"
as5644,3.5,movie,yakov smirnoff: just off the boat,yakov smirnoff,yakov smirnoff,,1994,16+,49,min,"arts, entertainment, and culture, comedy, special interest"
as5645,3.6,movie,tom clancy's the division: agent origins (4k uhd),"adrian picardi, devin graham","matt lynch, sasha andreev, amanda day, danny mason",,2016,18+,32,min,"action, adventure, drama"
as5646,3.5,movie,the silencing,robin pront,"nikolaj coster-waldau, annabelle wallis, hero fiennes tiffin, zahn mcclarnon, melanie scrofano",,2020,r,95,min,suspense
as5647,3.6,movie,the lie,veena sud,"joey king, peter sarsgaard, mireille enos",united states,2020,16+,95,min,"drama, horror, suspense"
as5648,3.4,movie,sylvie's love,eugene ashe,"tessa thompson, nnamdi asomugha, eva longoria, aja naomi king",united states,2020,13+,116,min,"drama, romance"
as5649,3.5,movie,stree,amar kaushik,"raj kummar rao, pankaj tripati, shraddha kapoor",,2018,13+,129,min,"comedy, horror, romance"
as565,3.6,movie,the legend of swee' pea,benjamin may,"lloyd daniels, avery johnson, bobbito garcia, david robinson, jerry tarkanian",united states,2020,18+,80,min,"documentary, sports"
as5650,3.6,movie,slaying the dragon,deborah gee,,,1988,13+,58,min,"documentary, special interest"
as5651,3.4,movie,poison rose,george gallo,"john travolta, morgan freeman, famke janssen, kat graham, robert patrick, brendan fraser",,2019,r,97,min,suspense
as5652,3.6,movie,one night in miami...,regina king,"kingsley ben-adir,  eli goree,  aldis hodge,  leslie odom jr",united states,2021,r,114,min,drama
as5653,3.5,movie,my spy,peter segal,"dave bautista, chloe coleman, ken jeong, kristen schaal, parisa fitz-henley",,2020,pg-13,101,min,"action, adventure, comedy"
as5654,3.5,tv show,my friend rabbit,,"peter oldring, richard binsley, denise oliver",,2007,tv-y7,1,season,"animation, kids"
as5655,3.5,movie,love games,vikram bhatt,"patralekhaa, tara-alisha berry, gaurav arora, hiten tejwani, rukhsar rehman, dinesh chaturvedi, vishnu sharma, rinki singhvi, anant kumar, umar sharif, alisha farrer, b.k. tiwari, paras thakral, ajay kumar singh, soni jha, bhushan, ajay sharma",india,2016,16+,109,min,"international, suspense"
as5656,3.5,movie,knives out,rian johnson,"ana de armas, toni collette, christopher plummer, don johnson, michael shannon, jaeden martell, riki lindhome, chris evans, jamie lee curtis, lakeith stanfield, daniel craig, katherine langford",united states,2019,pg-13,130,min,comedy
as5657,3.6,tv show,jim baugh outdoors tv,,"jim baugh, mike wilburn, wayne bradby",,2021,13+,1,season,"documentary, sports"
as5658,3.6,movie,jesse stone: stone cold,robert harmon,"tom selleck, jane adams, reg rogers, viola davis, alexis dziena, mimi rogers, stephen mchattie, shawn roberts, cindy sampson, john dunsworth",,2005,r,86,min,"action, suspense"
as5659,3.4,movie,i see you,adam randall,"helen hunt, jon tenney, owen teague, libe barer, greg alan williams, erika alexander, allison king, judah lewis",united states,2019,r,98,min,"drama, horror, suspense"
as566,3.5,movie,the legend of halloween jack,andrew jones,"jo hart, aaron jeffcoate, lee bane",,2018,18+,84,min,"horror, suspense"
as5660,3.5,movie,final score,scott mann,"dave bautista, pierce brosnan, ray stevenson",,2018,r,105,min,"action, adventure"
as5661,3.6,movie,eagle eye,d.j. caruso,"shia labeouf, michelle monaghan, rosario dawson, michael chiklis, anthony mackie, billy bob thornton",,2008,pg-13,118,min,"action, drama, suspense"
as5662,3.6,movie,danger close,kriv stenders,"travis fimmel, luke bracey, daniel webber, alexander england, aaron glenane, nicholas hamilton, myles pollard, matt doran, anthony hayes",,2019,r,119,min,"action, adventure"
as5663,3.5,movie,brittany runs a marathon,paul downs colaizzo,"jillian bell, michaela watkins, utkarsh ambudkar, lil rel howery, micah stock","united states, canada",2019,r,104,min,"comedy, drama, romance"
as5664,3.5,movie,borat subsequent moviefilm,jason woliner,"sacha baron cohen, maria bakalova","united kingdom, united states",2020,r,96,min,comedy
as5665,3.5,movie,black box,"emmanuel osei-kuffour,  jr","mamoudou athie, phylicia rashad, amanda christine, tosin morohunfola",united states,2020,16+,101,min,"horror, science fiction, suspense"
